content,score,label_sentiment,label_topic
để momo tự động trừ tiền không xác nhận tiếp tay bọn lừa đảo qua ứng dụng lỗ hổng bòn tiền lừa đảo thất thoát,1,0,2
tuyệt vời,5,2,0
ứng dụng tự dưng bị thoát ra bắt đăng nhập lại đăng nhập lại thì báo ứng dụng lỗi,1,0,1
tại sao đăng nhập mãi không được vậy,1,0,1
tuyệt vời,5,2,0
tốt,5,2,0
thích,5,2,0
tốt,5,2,0
xem lại giao dịch không cho chụp lại màn hình dev bị đần à,1,0,0
kém,1,0,0
tốt,5,2,0
vip,4,2,0
an toàn giao dịch,5,2,0
okie,5,2,0
good,5,2,0
vip,5,2,0
good,5,2,0
trải nghiệm tệ ứng dụng không tối ưu khi đăng nhập hay thoát mắc lỗi vặt nhiều rất không hài lòng,2,0,1
hở tí là thu phí trong khi không mở thẻ hay gì hết thu phí con cặc,1,0,2
tốt,5,2,0
good,5,2,0
ngân hàng có dự định phát triển chức năng hũ chi tiêu như timo bank trên ứng dụng trong thời gian gần không ạ mình thấy cái này rất phù hợp cho nhóm khách hàng cá nhân chứ mấy cái tiết kiệm có giới hạn tiền đặt tên nhóm tiết kiệm cũng không đa dạng nữa,4,2,2
tốt,5,2,0
tốt,5,2,0
ứng dụng rác mãi không chịu gửi mã về lúc gửi về thì hết hạn không đăng nhập được,1,0,1
tốt,5,2,0
tốt tốt,5,2,0
lỗi không đăng nhập được,1,0,1
bắt đầu thấy ứng dụng xuống cấp rồi đó nha tải quài mà cứ tải vòng vòng không vào được dù mới chuyển khoản,2,0,0
ủa sao không đăng kí mở thẻ tín dụng trên ứng dụng được ta bị xoá tính năng đó rồi hả,2,0,0
tốt,5,2,0
tôt,5,2,0
rất tiện lợi cho tất cả chúng ta về việc chuyển khoản nhanh,5,2,0
ngân hàng gì mà bảo trì lâu quá vậy,1,0,0
tốt,5,2,0
không cho tùy chọn tắt thông báo quảng cáo các thông báo không phải biến động số dư hãy gom vào 1 mục để tôi tự kiểm tra định kỳ thay vì đổ thông báo như tin nhắn rác,1,0,0
tiện lợi,5,2,0
,5,2,0
tốt,5,2,0
rất hữu ích cho người dùng ứng dụng chuyển khoản,4,2,0
hôm nay là ngày đầu tiền tôi mở tài khoản nhưng không hiểu sao đã lập tài khoản mật khẩu xong rồi giờ đăng nhập lại chỉ còn bước chụp mặt lúc ấn chụp mặt thì cứ hiện ừ sorry something was wrong xoá đi tải lại rồi vẫn thế,2,0,1
tốt,5,2,0
tuyệt vời,5,2,0
tốt,5,2,0
sao tôi gửi tin nhắn tcbt hủy smartotp mà lại không nhận được ohanr hồi là sao,3,1,1
ngân hàng tuyệt vời,5,2,0
rất tiện lợi,5,2,0
rất tốt,5,2,0
mỗi tháng bị thoát đăng nhập đăng nhập vào lại thì bị lỗi không đăng nhập được,1,0,1
godd,5,2,0
tuyệt,5,2,0
techcombank phục vụ rất tốt,5,2,0
tốt,5,2,0
hy vọng trong tương lai sẽ có nhiều ứng dụng hơn nữa giao dịch kỹ thuật số và bảo mật hơn cho khách hàng yên tâm trong giao dịch,5,2,0
rất tốt,5,2,0
lỗi không đăng nhập được dù nhập đúng mật khẩu,1,0,1
của tôi không xem được biểu đồ thu chi tháng và năm,5,2,0
giật được,1,0,3
ứng dụng cute,5,2,0
không thể hiểu nổi không thể đăng ký tài khoản cứ bị báo lỗi tên và mật khẩu lỗi số điện thoại chịu luôn ấy,3,1,1
rất tuyệt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
ngân hàng thất thường đúng lúc vãi không chuyển tiền được làm người sử dụng nhục nhã với người khác,1,0,2
hay,5,2,0
good good good,5,2,0
tốt,5,2,0
rất tốt,5,2,0
tốt,5,2,0
không thông báo biến động số dư đăng nhập lại bắt gửi tin nhắn mất 1 nghìn chưa thấy cái ngân hàng nào nó tệ như vậy,1,0,1
rất tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
tốt,5,2,0
dung tốt nhưng thỉnh thoảng bị lỗi tài khoản tự thoát ra và đăng nhập lại không được phải ra quày xử lý rất mất thời gian,4,2,1
ứng dụng rất tốt nhân viên làm việc nhanh nên sử dụng,5,2,0
tốt,5,2,0
ứng dụng techcombank sao chỉ cho phép tạo một tài khoản một thiết bị vậy ạ em không thấy nút đăng ký ở đâu khi vào chỉ vào thẳng tài khoản hiện tại thôi đăng xuất cũng vậy cảm ơn đã trả lời ạ nhưng em muốn đăng ký cho số điện thoại của em trên ứng dụng hiện tại là tài khoản người thân ạ,5,2,0
rất vừa lòng,5,2,0
dịch vụ rất tốt,5,2,0
không vào được ứng dụng,3,1,1
trải nghiệm đã tốt hon rất nhiều kể từ lần cuối đánh giá xin lỗi nhà phát triển vì đã giũ nguyên nó trong suốt 4 năm,5,2,0
lỗi không vào được vào thì rất lâu cứ tải tròn gần nữa tiếng mới vào được,1,0,1
rất tốt hay,5,2,0
nhanh hiệu quả,5,2,0
tốt,5,2,0
tốt,5,2,0
ứng dụng quá tốt,5,2,0
tốt,5,2,0
thể loại ngân hàng gì mà mỗi lần bị đăng xuất mà cứ bắt phải nhắn tin hủy đăng nhập dù vẫn cùng 1 máy ấn gửi tin thì ối dồi ôi hơn 20 phút sau mới có chịu gửi mã lại mã mã thì tồn được mỗi 2p làm vậy để đớp 1 nghìn à làm cái xác minh mã xác thực thì chết tụi mày hay gì,1,0,1
tốt,5,2,0
nhanh chóng tiện lợi,5,2,0
tốt,5,2,0
5 sao nhé,5,2,0
cây thì bảo trì mà vào phòng giao dịch nộp thi bảo lẻ không nhận phải 1 cục mới nhận,1,0,0
nhanh thuận lợi,5,2,0
không tao,1,0,0
tốt,5,2,0
rất hay,5,2,0
tuyệt,5,2,0
tot,5,2,0
20 ngày sau đăng nhập lại lấy lại tên đăng nhập và mật khẩu cũng không được,1,0,1
good,5,2,0
tốt,5,2,0
nhanh gọn dễ dùng,5,2,0
ứng dụng này hay lắm nè nhập mã 03 827 4 78 47 nhận quà hấp dẫn nha,5,2,0
xin phép được quánh 1 sao quá bực mình toàn tải từ khi mở tài khoản đăng nhập không bảo giờ được không hiểu kiểu gì,1,0,1
ứng dụng rất tệ báo lỗi tùm lum không đăng nhập được đừng dùng nếu không muốn mang cục tức,1,0,1
rat tốt,5,2,0
tôi rất thích ngân hàng này,5,2,0
ứng dụng tệ chỉ mỗi đăng nhập để chuyển tiền cũng không được,1,0,1
tuyệt vời,5,2,0
hai lòng,5,2,0
,5,2,0
không tặng tiền cho khách hàng lãi suất thấp yêu cầu tăng lãi,1,0,2
không vô được là sao,1,0,0
cần cải thiện ứng dụng hơn còn chậm bổ sung dòng tiền ghi bằng chữ mục dán số tài khoản để chuyển khoản cho thuận tiện,3,1,2
tốt,5,2,0
tốt,5,2,0
rất thích dùng của techcom ngân hàng nhưng sao dạo này dùng mạng đăng nhập cứ bị giật bắt buộc mình dùng mạng mới mở và chuyển tiền được mong tech khắc phục lỗi chứ ở nhà có mạng không cho xài bắt xài mỗi mạng mới cho đăng nhập vô thì hơi bất tiện,1,0,1
hôq pik ứng dụng bị lỗi gì mà quét khuôn mặt thành công mà đăng nhập không được,1,0,1
tốt,5,2,0
ứng dụng quét mặt mất thời gian lại còn đau mắt,1,0,0
tốt,5,2,0
tốt,4,2,0
ngân hàng kiểu gì đăng nhập đủ thứ sao mà không nhận được thế lỗi cái nó cái kia đăng kí cái nó cái kia lấy lại mật khẩu tên sao hay báo lỗi vậy,5,2,1
vô xem lịch sử giao dịch không được luôn lỗi gì nguyên ngày vậy,1,0,0
tiện lợi,5,2,0
tốt,5,2,0
tự hủy thẻ tín dụng không cho đáo để khách hàng phát sinh lãi,1,0,0
ủa đăng ký mở tài khoản vpbank ấn vào gói vay mà chưa ký hay xác nhận gì đã được duyệt rồi tôi không thể chấp nhận được,1,0,0
rõ ràng đang xem phim mở quảng cáo để có xu quảng cáo xong bắt người ta phải cài đặt này là sao,1,0,0
hayy á được hẳn 30 nghìn free,5,2,0
dịch vụ tốt,5,2,0
nếu không bắt buộc dùng tôi không muốn dùng cái ứng dụng của nợ này,1,0,0
ứng dụng dùng tệ hay lỗi chuyển khoản quét mặt thì bị thoát ứng dụng quá tệ phản hồi như không vẫn tệ tệ tệ thậm tệ,1,0,0
ứng dụng ngân hàng còn những lỗi vớ vẩn khách thiết lập đăng nhập bằng dấu vân tay vào 1 ngày đẹp trời vp ngân hàng bắt phải đăng nhập lại mật khẩu để duy trì phiên đăng nhập nhưng không hề có lựa chọn đăng nhập mật khẩu 1 vòng lặp sinh ra đăng nhập vân tay false không thể không có đăng nhập mật khẩu chỉ còn cách xóa ứng dụng ngân hàng,5,2,1
chắc đăng ký tài khoản phải đổi điện thoại mới luôn quá vì máy cũ đâu có hỗ trợ nfc đâu mong ngân hàng ra thêm biện pháp để đk tài khoản,2,0,0
sao lúc vào được lúc không,3,1,0
khó đăng nhập,5,2,1
hoàn hảo,5,2,0
thủ tục lấy lại mật khẩu đăng nhập phức tạp,1,0,1
nhanh gọn lẹ,5,2,0
tốt,5,2,0
chưa dùng cái ứng dụng ngân hàng nào ngu như cái ngân hàng này mạng căng đét vào ngân hàng khác chuyển khoàn đều được riêng quả ngân hàng này tải vòng vòng chờ ỉa,1,0,0
đánh giá cao về dịch vụ và công nghệ đổi mới và sự phát triển nhanh chóng của ngân hàng này,5,2,0
rất tốt,5,2,0
rõ ràng đã nhận mã mã xác thực rồi nhập không đúng là sao,1,0,1
tốt,5,2,0
ai có ý định mua trả góp thì suy nghĩ lại chứ lịch 15 là ngày trả mà mùng 5 tổng đài đã cho số rác gọi dục hơn cả xã hội đòi ức chế không tưởng mình không nghe máy là nó đẩy vào nợ xấu gọi nhân viên quản lý khoản vay thì bảo xem trên hệ thống không có mà trên icc thì nó vẫn báo nhờ nhân viên giải quyết thì bảo khách hàng gửi mail nêb tổng lòng vòng sau cũng không giải quyết ức chế cực kỳ và ảnh hưởng tới các khoản vay ở ngân hàng khác,1,0,0
,5,2,0
đề nghị thông báo chương trình giới thiệu bạn bè sử dụng ứng dụng vpbank theo từng đợt đợt nào thay đổi gì thì gửi thông báo và cho mã số giới thiệu bạn bè riêng giới thiệu cho bạn bè để nhận thưởng mà giới thiệu cho bao nhiêu người mà không thấy danh sách ứng dụng phế phẩm,1,0,0
dễ sử dụng,5,2,0
ngân hàng nên hỗ trợ thêm tính năng cập nhật cd qua vneid,4,2,0
ug dug tốt,5,2,0
không nhận được mã mã xác thực,1,0,1
rất tiện đấy nhà anh em cho 5 sào rất tốt,5,2,0
ở làm chức năng gi,1,0,0
thông báo quảng cáo quá nhiều,2,0,0
mở thêm chi nhánh ở nghĩa lộ yên và tp yên bái cũ lào cai mới với muốn giao dịch ở chi nhánh phải mất thời gian mấy trăm khuyến mãi xuống đến tận hà nội,1,0,0
quá tệ mật khẩu được gửi về sms nhưng khi đăng nhập lại thông báo sai đúng ngân hàng rác,1,0,1
ngân hàng phiền phức,1,0,0
đúng mật khẩu vấn báo sai,1,0,1
tốt,5,2,0
tốt tốt,5,2,0
lỗi smart otp mãi không sử dụng được ngân hàng này không dùng cho người sử dụng điện thoại android hay sao xử lý vấn đề quá kém,1,0,1
hỗ trợ khác nhiệt tình,5,2,0
không muốn bay hết tiền trong tài khoản thì đừng dùng ứng dụng này nhé chi nhánh đã xa còn bất lực,1,0,2
quá hài lòng,5,2,0
tốt,5,2,0
chưa thấy ngân hàng nào mà như ngân hàng này luôn ngày gọi 4 cuộc mà cứ kêu vay rút tiền thẻ tín dụng càng phản ánh nó càng gọi vãi đạn,1,0,2
tốt,5,2,0
tốt,4,2,0
tệ,1,0,0
kích hoạt lại mã mã xác thực không được đã nhập theo mã gửi về sms cũng không được ức chế,1,0,1
rất tốt,5,2,0
bạn gửi mã mã xác thực nhưng tôi không thể sử dụng mã và tôi đã phải thực hiện rất nhiều lần 1 là bạn xóa luôn cái mã xác thực vớ vẩn đó đi hoặc là bạn dùng bên khác,1,0,1
ứng dụng vpbank neo này tuệ nhất trong các ứng dụng ngân hàng khách hàng không xài được mọi người xài ứng dụng giao dịch nên chọn ngân hàng khác,1,0,0
từ 1 lên 3,3,1,0
ứng dụng không hiển thị được danh sách tài khoản đã lưu,2,0,0
hỗ trợ khách hàng xong rồi cọc block khách hàng,1,0,0
mã partner không chính xác,1,0,0
nhập đúng mã kích hoạt vẫn báo sai chịu ứng dụng,2,0,0
tốt,5,2,0
rất tiện lợi và hữu ích,5,2,0
sao tôi không xác thực được smart otp,1,0,1
trước hay bị lỗi chuyển tiền tới bước nhập mã xác thực thì thoát thấy đã hơi phiền nay thêm lỗi mất danh sách tài khoản nhận đã lưu mong it chỉnh lỗi sớm,4,2,1
ứng dụng dùng mượt không có gì để chê,5,2,0
ứng dụng lỗi rất nhiều treen thiết bị androi nhập mã mã xác thực theo tin nhắn gửi về nhưng cứ bị lỗi đổi sang điện thoại iphone khác thì không sao rất gây khó chịu cho người dùng,1,0,1
tải rồi đky thành công rồi tới bước kích hoạt smart otp gửi mà nhập vô lại báo thông tin partner không chính xác là sao ta,1,0,1
ngân hàng này hơi lạ,3,1,0
tốt,5,2,0
bất tiện quá bất tiện lúc nào cũng phải nâng cấp không vào được,1,0,1
ứng dụng tệ nhất từng sử dụng,1,0,0
tốt,5,2,0
vào quên mật khẩu mà đến bước mã xác thực rồi mà lỗi,1,0,1
tôt lắm,5,2,0
ứng dụng ơi mình cập nhật rồi mà sao người khác chuyển tiền cho mình mình lại không nhận được một đồng nào vậy ạ,1,0,2
rất ưu việt,5,2,0
quá tiện lợi,5,2,0
là 1 tê con phải 5 sao mà giờ 6 sao rồi,5,2,0
tôi đổi mật khẩu ở ứng dụng ngân hàng không được,1,0,1
tài khoản tốt nhanh ạ,5,2,0
hỗ trợ kém không giúp khách hàng giao dịch được tốn thời gian gọi của khách hàng phục vụ kém,1,0,0
ứng dụng gì xác thực khuôn mặt báo là thiết bị không hỗ trợ ls trong khi các ứng dụng ngân hàng khác vẫn xác thực khuôn mặt bình thường tệ,1,0,1
cho thay đổi gmail dễ hơn đi chứ ra chi nhánh thay thì chịu rồi,5,2,0
nên loại bỏ tính năng tự tích vào mục bảo hiểm rơi vỡ tính năng này nếu có thì để lên phía trên cho ai thích thì mua chứ chơi để phía dưới nhiều lúc không nạp tiền không để ý là dính chưởng 15 nghìn không cần thiết tôi thấy nếu để vậy là tôi sẽ đánh giá 1 sao hoặc 2 sao hoài,2,0,2
không mở tài khoảng được,1,0,0
không làm được sao tôi không làm được là sao,1,0,0
ứng dụng đần không cho dùng vân tay rồi thái độ nhân viên thì như quần,1,0,0
ứng dụng này tệ thế sao tự nhiên lại không vào được vậy vào là nó cứ tự thoát ra thế,1,0,1
quá tệ bảo trì không cho chuyển khoản giờ chả bình thường rút tiền kiểu gì,1,0,2
giao diện rối mắt khiến người xài phải lúng túng tiền tới mà chẳng thấy thông báo cả trong thông báo biến động số dư cũng chẳng thấy hiện lên,1,0,2
tốt,5,2,0
cảm ơn,5,2,0
bua nay bị cái gi mà vô là thoát ra không vào được ứng dụng tr,3,1,3
phần nêm trực quan nhẹ chạy mượt,5,2,0
quá tồi với 1 ngân hàng nhiều lỗi,1,0,0
tự ý thu tiền 149 000,1,0,2
đã sử dụng được vài năm ngân hàng cập nhật lại thì điện thoại mình không thể vào được nữa là thấy phiền vô cùng rồi qua ngân hàng làm lại thẻ mới đoạn mình tốn phí làm thẻ thì ngân hàng nhanh vãi ò đến khi giao thẻ thì cứ ì ạch kêu giao trực tiếp vô shop thì cứ lằng nhằng mình bận không thể ghé ngân hàng lấy thẻ nên mới chọn giao thẻ điện lên tổng đài thì cứ lỗi máy chủ miết yêu cầu hỗ trợ cũng chả thấy giải quyết được vấn đề tệ từ khâu chăm sóc khách đến cả khâu giao hàng 1 sao còn nhẹ tệ,1,0,2
tốt ổn xài im,5,2,0
tiền chuyển thì ít thu phí thì nhiều,1,0,2
dịch vụ tệ,1,0,0
nạp tiền điện thoại thì tự động kiểm tra vào cái bảo hiểm rơi vỡ quần què gì 15 nghìn tính lừa đảo hay gì,1,0,2
tuyệt vời,5,2,0
nice,5,2,0
dễ dàng rút tiền chất lượng và rất uy tín,5,2,2
tốt,5,2,0
dùng trả ra cái deo gì,1,0,0
ứng dụng như hạch lúc cần dùng thì toàn bị lỗi đổi cái mật khẩu mà mướt mồ hôi cả tiếng nuôi 1 lũ it tốn cơm,1,0,0
máy không có nft rồi mà vẫn bắt có để đăng ký,1,0,0
ứng dụng lỗi không vào được,1,0,1
chị hướng dẫn thì xinh ứng dụng thì màu xanh,5,2,0
mất mấy giờ liền nhập mã captcha toàn báo sai ứng dụng lởm,1,0,0
rất tốt,5,2,0
tuyệt với,5,2,0
thường xuyên bị thoát ra khi đang giao dịch,1,0,0
phí dịch vụ quá cao trừ tiền tùm lum mà không thông báo trước nói chung là mọi người không lên xài tư vấn và dịch vụ như bọn xhd ko nhiệt tình chu đáo như các bên ngân hàng khác,1,0,2
tôi rất thích nó,5,2,0
ứng dụng chuyển tiền rồi nhưng hiển thị fail,1,0,2
bực điên lên được xài đá ra không vào được vào cập nhật xong không vào được nữa gọi tổng đài cũng không giải quyết được toàn tự động không có gặp được tổng đài viên chụp ảnh xác nhận cũng lỗi không được ngân hàng như quần què cập nhật quài dẹp không muốn xài nữa vào xoá ứng dụng tải lại tải quài không xoá được làm thứ gì cũng không được cần ngân hàng để giao dịch công việc mà cứ vậy thì đổi ngân hàng là vừa 5 năm hết chịu đựng nổi,1,0,1
nhân viên rất nhiệt tình hướng dẫn,5,2,0
thoát ứng dụng khi xem biến động số dư cập nhật 08 12 2025 device xiaomi 14t mở ứng dụng lên là thoát luôn rồi,1,0,3
hỗ trợ nhiệt tình quá tốt,5,2,0
trừ tiền phí tùm lum máy nạp cdm thì hay lỗi gọi tổng đài cực khó lại còn hay bị tư vấn gọi mời vay ngân hàng tồi,1,0,2
đang dùng bắt đổi mật khẩu lấy lại mâtk khẩu cực kỳ khó khăn mọi người qua dùng bidv cho dễ dùng,1,0,1
chức năng đọc nhận số tiền vào tài khoản trên ứng dụng rất chậm nhận tiền sau một lúc lâu mới thông báo mong người hà phát triển khắc phục sớm,3,1,2
rất là tốt và tiện lợi,5,2,0
dịch vụ không tốt,1,0,0
it viết phần mềm xác thực cd vãi lỗi nhận diện mãi không được xoá ứng dụng đóng tài khoản luôn cho nhanh ứng dụng quá tệ,1,0,1
quá nhanh quá tốt,5,2,0
ứng dụng tệ thật muốn đăng nhập quên tên đăng nhập mà bắt ra chi nhánh rất là xa không hỗ trợ quét nfc hay sinh trắc học để xin cấp lại tên đăng nhập tệ nhất trong các hệ thống ngân hàng vpbank vì 1 việt nam đi xuống,1,0,1
người hưởng dẫn siêu dth,5,2,0
xuất sắc,5,2,0
ọk,5,2,0
ứng dụng tệ thật bộ phận hỗ trợ thì làm ăn tệ đời mình mới lập cái tài khoản ra đăng nhập đúng như tin nhắn bên ngân hàng gửi mà không vào được mình gọi cho bên tổng đài thì họ bảo để gửi lại mật khẩu đợi mãi không thấy gửi về sau mình có gọi lại thì gặp bạn nhân viên khác hỗ trợ mình có nêu rõ lí do mình không đăng nhập được mật khẩu mà bên ngân hàng gửi mà bạn nhân viên vẫn cứ khẳng định rằng là lỗi ở phía mình do mình nhập mật khẩu sai trong khi đó mình nhập theo đúng từng chữ một chả hiểu kiểu gì quá tệ,1,0,1
tốt,5,2,0
ứng dụng thường xuyên lỗi vặt không thế vào được ứng dụng,1,0,0
đang lỗi chung hay sao mà cập nhật xong không vào được ứng dụng thế này,1,0,1
ứng dụng quá tệ,1,0,0
ngân hàng rất tệ,1,0,0
yêu cầu ngân hàng cho gọi miễn phí gọi mất tiền nhưng toàn nge người máy nói gọi vài lần hết 100 nghìn không giải quyết được và vẫn phải ra ngân hàng công nhân làm cả tuần có được nghỉ ngày nào đâu mà ra ngân hàng,1,0,2
ngân hàng này không tôn trọng khách hàng muốn làm sao thì làm coi thường không xem khách hàng là khách mà cư xử không đúng với quy định mặc dù khách không vi phạm luật gì nhưng ngân hàng này tự động ép buộc khách làm theo ý của họ làm theo thôi bởi vì họ có thể tự làm những điều họ muốn thì làm gì mà chẳng được chỉ có khách hàng bị thiệt thòi vì nếu chống đối không làm đúng theo thì cho mình thành nợ xấu hoặc v v nên đành phải chấp nhận theo dù không vi phạm bất cứ điều luật gì cả quá ác,1,0,0
tốt lắm,5,2,0
người hướng dẫn dễ thw quá,5,2,0
bị lỗi không hiện được widget mã qr chuyển khoản ở màn hình chờ,3,1,0
dù đã hủy thẻ không sử dụng dịch vụ bên ngân hàng nhưng rất nhiều lần số bên ngân hàng gọi làm phiền,1,0,0
giao diện dễ sử dụng,5,2,3
good,5,2,0
tốt,5,2,0
không vào được cứ thoát ra mãi,1,0,0
quên mật khẩu nhưng không quét được nfc cũng không nhận dạng được liên hệ với ngân hàng cũng không được,1,0,1
nếu như có thể thêm mục xác thực thanh toán bằng vân tay như bên techcombank nữa thì ngon,4,2,1
ứng dụng tệ quá chuyển khoản cứ bị thoát ra phải 2 lần mới được bp kỹ thuật nên kiểm tra lại nhé,1,0,0
quên mật khẩu mà nó rắc rối với cấp sai từa lưa,1,0,1
tot,5,2,0
tot,5,2,0
cứ tới chỗ nhập captcha là bực mình nhập thế nào cũng không đúng,1,0,0
tệ,1,0,0
sau 1 năm lại siêu tệ việc bảo mật của vpbank tài khoản của bạn không rõ bằng 1 cách nào người khác vẫn vào xem và in giao dịch như cơm bữa thiếu mỗi bước chuyển khoản đi mà không báo về máy hỏi ngân hàng thì vòng vo nên đừng mở tài khoản vank cho dù bạn không làm gì tài khoản của bạn sẽ được phát tán đi tới đâu bạn cũng không rõ và người khác cầm giao dịch trong chính giao diện tài khoản của bạn hỏi bạn chi cái gì,1,0,3
quá nhiều tính năng rườm rà và lại còn spam thông báo quá nhiều,1,0,0
ngân hàng tự ý khoá thẻ của khách hàng dù khách không nợ quá hạn không hết thời hạn sđt thẻ liên lạc nhiều lần với tổng đài chỉ có ai trả lời tự đổng ảnh hưởng hoạt động tiêu dùng của khách hàng,1,0,0
ngân hàng này đúng khốn nạn thật thù vặt nữa bởi vậy không muốn sử dụng tới là phải sử dụng mấy năm trời vậy mà đang ký khoản vay từ chối không phê duyệt không có chút lợi ích gì hay ưu đãi gì hết trên ứng dụng thì cái gì cũng báo không đủ điều kiện trên tổng dài thì lại báo khác thấy giỡn mặt với khách hàng quá đáng trên ứng dụng đăng ký the tín dung trả góp du nợ trên ứng dụng thì báo không đủ điều kiện trên tổng dài khi gọi hỏi thì bao làm khác làm ăn kiểu này là lần thứ 2toi bị rồi đó đúng là khốn nạn,1,0,0
ứng dụng hở ra lỗi hở ra cập nhập tính năng thì không thấy thấy toàn gì không,1,0,0
không đg nhập vào được không đổi được mật khẩu,1,0,1
lỗi chuyển khoản mãi không nhận được tiền,5,2,2
có mỗi cái cấp lại mật khẩu mà ngân hàng nó hành khách không còn gì để nói ứng dụng quá tệ phải ra truc tiêp ngân hàng để làm lại quá mất tg các ngân hàng khác làm thao tác hỗ trợ rất thuận tiện không phải ra ngân hàng thanh toán thật sự quá tệ lãi thì cao như cho vay nặng lãi,1,0,1
mỗi khi chuyển khoản 1 giao dịch lại phải thoata ra đăng nhập lại mới chuyển khoản được tiếp quá phiền phức ứng dụng hay lỗi,2,0,1
xài cũng được,3,1,0
không thế chấp nhận,1,0,0
tốt,4,2,0
tốt,5,2,0
rat tot,5,2,0
rất tốt,5,2,0
tốt,1,0,0
tốt rất hài lòng,5,2,0
nhân viên tư vấn xác nhận bảo hiểm 1 đường lúc xác nhận thì trừ tiền và báo khách hàng vừa đăng ký gói bảo hiểm mới,1,0,2
được,5,2,0
mọi người cân nhắc khi sử dụng thẻ atm rút tiền nhe phi thường niên 199000 và 19900 phí gì nữa sử dụng mấy ngân hàng chưa thấy ngân hàng nào tệ như vậy thường thẻ gần hết hạn là có các bạn chăm sóc khách hàng điện thoại hỏi muốn duy trì hay không và thông báo phí còn đây không hề báo,1,0,2
tốt,3,1,0
tuyệt vời,5,2,0
tuyệt vời,5,2,0
không liên quan đến ứng dụng nhưng cảm thấy bị thiếu tôn trọng khi tổng đài dủng bot gọi cho khách hàng,1,0,0
xác minh căn cước chụp rất nhiều lần không được rất khó chịu,2,0,0
rất tệ k cả vào được không hiểu lý do gì,1,0,0
tốt,5,2,0
ngân hàng này cũng được khi chuyển khoản rất tốt nhất cùng với khách hàng vpbank,5,2,0
chụp cd mãi không được,1,0,0
ứng dụng dùng tệ lâu lâu vào không được,1,0,0
sao chuyển khoản tiền không được vậy đăng nhập vào ứng dụng chuyển khoản tiền lúc giao dịch thì cứ hiện thị là đã mất kết nối đồng bộ với smartphone vui lòng đồng bộ lại với smartphone,1,0,1
nếu thêm được chức năng phân loại khoản mục chi tiêu và có các báo cáo chi tiêu như các ngân hàng khác thì tốt quá ạ,5,2,0
tôi không thích ứng dụng này tôi sẽ đổi ngân hàng khi ứng dụng này xuất hiện hoài làm tôi không xem thông báo số dư được rất phiền,1,0,0
tốt,5,2,0
good,5,2,0
good,5,2,0
mới đầu dùng tốt nhưng cả ngày hôm nay tôi vào mua chứng chỉ tiền gửi nhưng hệ thống luôn báo bận không thể thực hiện dù số tiền mua đạt yêu cầu gọi tổng đài thì báo tư vấn viện bận,1,0,2
tốt,5,2,0
ứng dụng xàm tải ứng dụng được thì tôi gọi mấy bạn tổng đài làm gì,1,0,0
ứng dụng lỗi quài lâu lâu phải gỡ rồi cài lại,1,0,0
nhập mật khẩu thì bảo sai đổi mật khẩu thì lúc nhập lại mật khẩu lại báo là mật khẩu cũ ứng dụng 4 ngày bắt đổi mật khẩu 2 lần rồi mỗi lần đổi rất là phiền nhờ team kiểm tra lại,5,2,1
good,5,2,0
tốt,5,2,0
không tạo được ngân hàng,1,0,0
ứng dụng quá tệ gây khó khăn cho người dùng khi đổi mật khẩu,1,0,1
tuy là hơi bị lỗi nhưng hiệu quả,4,2,0
chưa hài lòng,5,2,0
không vào được chẳng hiểu lỗi gì,1,0,1
tốt,5,2,0
vào ứng dụng không được luôn,1,0,0
tốt,5,2,0
mở tài khoản dể dàng nhanh chóng độ bảo mật cao giao diện ứng dụng tiện ít,5,2,3
bè mời dki nhưng không nhận được tiền,1,0,2
ứng dụng lỗi nhiều không đủ an toàn đảm bảo được tính cá nhân của khách hàng không nên dùng,1,0,0
ứng dụng như hạch,1,0,0
bị lỗi đưa tiện ích widgets không thể hiển thị mã qr ngoài màn hình báo lỗi không thể tải tiện ích,4,2,0
mới tạo tài khoản nó gửi mật khẩu về rồi và đăng nhập nó không chấp nhận và lấy lại mật khẩu thì nó kêu thiết bị không thể lấy được,1,0,1
ứng dụng như sít không cho cặp nhật cd bằng vneid,1,0,0
tốt,5,2,0
1h gọi xuống làm chịu chết,1,0,0
1h trưa gọi ra đăng kí ngân hàng,1,0,0
tải quá lâu lại còn giật giật giật giật,1,0,3
quá tệ tải quá lâu,1,0,0
tuyêt vowi,5,2,0
tốt,5,2,0
chụp ảnh khuôn mặt quá tệ những ngân hàng khác chụp trong chế độ ánh sáng hạn chế vẫn chụp bình thường mà ngân hàng này không chụp được dùng thệt là bực mình,1,0,0
ối nhân viên đúng dễ thương mình gặp vấn đề có gọi đến nhg là thoại tự động với cũng không rành thế mấy tiếng sau nhân viên gọi lại giải quyết giúp cho mình,5,2,0
sao cập nhật rồi vô ứng dụng không được vậy ngân hàng vp ngân hàng,4,2,0
quằn què,1,0,0
không thể đăng nhập vào ứng dụng ứng dụng quá tệ,1,0,0
đăng kí nhập hết thông tin xong không gửi mã mã xác thực để hoàn thành đăng kí được không khác gì mục đích ăn cắp thông tin cá nhân,1,0,1
